TRP.Sh.Gh	TRP.Norm.Sh	TRP.Anx.Sh	TRP.Norm.Anx	TRP.Flx.Sh
	Loxl3	Gm10471		Cd209a
	Tnfaip6	Pcdhga2		Stx18
	Echdc1	Pdss1		Mrpl38
	Zfp472	Gm16386		Alpl
	Efhc1	Plcd4		Sp110
	Mogs	Slco5a1		4930511M06Rik
	Khdrbs2	Rdh1		Zfp873
	Stk32a	Hfm1		Swsap1
	Aqp1	Ern1		Pyroxd1
	4632427E13Rik	Agtr1b		Ndufaf1
	Map3k6	Hes6		Cntnap4
	Slc16a4	Tmem115		Tnfrsf10b
	Psmg4	Slc35b3		Rfc2
	Dlk2	Ercc1		Rasl10a
	Gjd2	Postn		Med31
	4933428G20Rik	Cgn		Scel
	Mettl17	Rgl2		Pard6b
	Ctu2	Gpr162		Plekhg3
	H2-Q4	Myoc		Fam111a
	Fam228b	Gm9159		Ptpn7
	Morc2b	Gpr157		Ubox5
	Nsun5	Zfp184		Plch2
	Shb	Chrnb1		Pcsk1
	Phxr4	Slc40a1		Cep164
	Lrrc9	A330032B11Rik		Blnk
	Ssh3	Nfkbiz		Gfra1
	Baiap3	Lipt2		Trmt61b
	AI661453	Grin2c		Pxmp4
	Mir128-1	Lrrc39		Kctd21
	Masp1	Dact2		Gba2
	Aars2	Pold4		Lysmd4
	Hsd11b1	Ntmt1		Rbm11
	Rgs11	Has3		Hmmr
	Xcr1	Ephb2		Alox8
	Ciita	Polr2f		Mrpl34
	Kif20a	Hmg20b		AF357425
	Inha	Smim18		Rps6ka5
	Mrap	Rrp36		Glt28d2
	Isg20	Itpr3		Pon3
	Abcb6	9430041J12Rik		Wdr54
	A2m	Slco4c1		St8sia4
	Notum	Paqr6		Ism1
	Ephb3	Dpm3		Lrtm1
	Wnt10a	Irs4		Bmpr1b
	Wnt7a	Plxnb3		Gpam
	Dnah9	Nphs1		Spats2
	Isg15	Kctd15		Ctnnbl1
	Nlrp1a	Chrd		Aimp2
	Muc6	Bcat2		Cecr2
	Entpd3	Ccne2		Cmya5
	Klhl14	Coro6		Tmem117
	Slc2a8	Akr1b8		Slc38a6
	Dctpp1	Hspa1b		Lin28b
	Palld	Phex		Itga9
	Acy3	Trmu		Rbak
	Vmn2r87	Crocc		Phpt1
	Snurf	Nphp4		Map3k10
	Zbtb48	Dhodh		Dlx1as
	1600029O15Rik	Slc26a11		Med27
	Fndc1	Ung		Mfsd8
	Mylk4	Dnah7a		Cpt2
	Thnsl2	Rassf10		Golm1
	Fgf7	Dach1		Fam193b
	Procr	Gm15645		Mcf2
	Bora	Cdc42ep2		Zfp189
	E330023G01Rik	Ceacam20		Tex264
	Pnma1	Klhl3		Zdhhc1
	C030018K13Rik	Cox7a1		Wdr3
	Fgf2	Lmcd1		Snip1
	Klhl41	Gadd45g		Nckap5
	Thsd7b	Gmnn		Tmem170
	Vmn2r85	Tbl3		Nacad
	Ano1	Coa4		Lrrc42
	Cfp	Ccdc69		Znhit1
	Rgsl1	Myh3		Xkr6
	Ccdc146	P2rx7		Mfsd11
	D7Ertd443e	Ctsc		Atf5
	Gm19705	Trpm4		Nt5c3b
	Telo2	Adamts6		1700008J07Rik
	Iqub	Kcnh4		Txnl4b
	Fbn2	Commd5		Avpi1
	Atf3	Gm14391		Frzb
	Naip5	Nat9		Hic1
	Ttpa	Emilin1		Pck2
	0610043K17Rik	Dgat1		Cdr2l
	1700030L20Rik	Catsper2		Coil
	Dazl	Crhr1		Brip1
	Zeb2os	Pafah1b3		Lrrc27
	Ntn3	Gm10220		Sft2d3
	Nrk	Dcbld1		Tmem185b
	Fap	D630023F18Rik		Sorbs2os
	Grk1	Gpank1		Ttc13
	Sppl2b	Ctla2a		Drc1
	Fam228a	Galnt6		B3galt5
	Vsig10	Kif26b		Slc35a2
	P2ry14	Cib1		Noc4l
	Arhgef19	Zfp57		Mrps16
	A630066F11Rik	Sgcz		Kcnj12
	Rccd1	Gm12709		4930480K15Rik
	Scube3	Enpep		Tmem161a
	Chdh	Grik4		Racgap1
	Orc1	Ttll3		Abcc9
	Abcd4	B430319G15Rik		Spry1
	Hells	Barx2		Alx3
	Ska3	Gamt		Myg1
	Myoz3	Cntnap3		Dnah1
	Kcnrg	Isoc2a		Pcdh18
	Ebf3	Fam169b		Psmb10
	Cntnap5c	Zfp385c		Alg13
	Csf3r	Mansc4		Tmem38b
	Zfp202	Rps4l		Eno3
	Bcl2a1b	Tmem91		Prr18
	Icosl	E2f1		Pelo
	Cd163	Kcnn1		Nhp2
	Gm15446	Spag5		Arhgap11a
	Npsr1	Pcbd1		Rilpl2
	Hcls1	Rhox8		Gpr63
	Angel1	Folh1		Bloc1s3
	Rrm2	AY512931		Kbtbd8
	Psmb11	1700110I01Rik		Wdr53
	A330102I10Rik	2810047C21Rik1		Tsc22d4
	Mybpc2	Pcsk2os2		Gcdh
	5730522E02Rik	1700063D05Rik		Msantd2
	Pnpla3	Itih3		Rab32
	Gpaa1	Gabrq		Rspo1
	Gm16287	Tor2a		Prr11
	Grwd1	Cad		Mrpl2
	Ccdc102a	Fam227a		Uck1
	Foxm1	Egfem1		Plch1
	Etohd2	Pisd-ps2		6330415B21Rik
	Tlcd2	Tspan15		Ranbp17
	Megf6	1700048O20Rik		Elof1
	Plcb2	4930419G24Rik		Gimap1
	Elmo3	Frem2		Iah1
	Car3	C630031E19Rik		3110040N11Rik
	Lca5l	Gm10754		Mdm1
	Adam1a	Casr		Fbxl21
	Ntn4	Abca7		D8Ertd738e
	Slc8b1	Ccdc57		Neu3
	Ddx31	Orai1		2810433D01Rik
	Rinl	Cep152		Gtf2f2
	Cebpd	Pcdhb2		Bet1l
	Trim67	Gm7694		Ggcx
	Spata1	Srrm4os		Kctd20
	4930594C11Rik	Lmtk3		Cmtm3
	Usp51	Akr1c13		Top1mt
	Hcn2	Ccdc160		Thrsp
	Ppp1r13l	2210039B01Rik		Shroom4
	4930481A15Rik	2700099C18Rik		Cotl1
	Gapdhs	Gbp8		Ppih
	Piezo1	Slc27a2		Htra4
	Cela1	Nbeal2		Trpt1
	Psg23	Lypd2		Atad3a
	Bbs12	Slc2a4rg-ps		Zfp641
	Chrnb3	Fam161a		Aox1
	Aoc2	Akt1s1		Rgs6
	Gm5577	L3mbtl1		Cyp4a12b
	Gm20767	Adamts4		Cd300a
	Tdrd5	Tnc		Pcdh20
	Cd46	B3gnt9		Zfp105
	Slc46a1	Soat2		Rtl1
	1700123M08Rik	Hbegf		Mad2l2
	Qprt	Sntb1		Mrpl23
	Bambi	Gm6402		F8
	Prc1	Loxl3		Nr6a1
	Dolpp1	Echdc1		Dyrk1b
	Cish	Nme6		Zfp459
	Slc6a18	Degs2		Psmg1
	Gm6313	Khdrbs2		Ezh2
	Cbln3	Stk32a		Polr3d
	Pcdha12	Aqp1		Greb1l
	Rtkn2	4632427E13Rik		Wdr81
	Relt	Mcam		Pcdhb14
	Hyal2	Map3k6		Galnt7
	9330175M20Rik	Bard1		Ccdc157
	Pi15	Zfp959		Klhl1
	Smtnl2	Psmg4		Gramd1a
	Gins3	Dlk2		Pcdhb22
	Bcl2a1d	Slc44a5		Pip5k1b
	Gje1	Gjd2		Arhgef10l
	Cyp4f13	4933428G20Rik		Inpp1
	Thbs3	Vnn1		Klhdc4
	Atp10b	H2-Q4		Adamtsl1
	A530058N18Rik	Morc2b		Met
	Slain1os	Shb		Dmrta1
	Wdr5b	Phxr4		Nup210
	Cyp4f15	Lrrc9		Fstl4
	Pkp1	Thumpd2		B3gat2
	Atp6ap1l	Ssh3		Tmem218
	Hapln2	Baiap3		Ankrd13d
	Vmn1r65	Mir128-1		Cldn1
	Dnah10	Masp1		Maff
	Gm15417	Slc35d3		Kdm4a
	Il16	4930565N06Rik		Hdx
	1810034E14Rik	Hsd11b1		Ino80dos
	Wnt5b	Rgs11		2610035F20Rik
	Plk5	Xcr1		Nob1
	AU040972	Abcb1b		Mtfmt
	Gm16523	Gpr171		Slx4ip
	Afmid	Prdm9		Nudcd2
	C130026L21Rik	Ciita		Hmbs
	Mageb16	Kif20a		Gh
	4933424G05Rik	Gstm4		Otof
	Pygl	Fbxo46		Pdcd2l
	Mirg	Inha		Lcp2
	Dnase1	Mrap		Mtr
	Echdc3	Cpsf4		Tnfsf10
	Mboat1	Abcb6		Pcsk2os1
	Cep72	A2m		Bbs10
	1110002L01Rik	Wnt7a		Fanci
	Alas2	Dnah9		Gpr37l1
	Gmfg	Muc6		Mcoln1
	Mis18bp1	Entpd3		Fancf
	Kdelr3	Dctpp1		Fzd4
	Tnfrsf23	Zfp787		Plekha7
	Gpr3	Cftr		Slc7a4
	Kif15	Cdh19		Prdm10
	Chadl	5330413P13Rik		Foxred2
	9330179D12Rik	Vmn2r87		Ssna1
	Ddb2	Snurf		Cebpzos
	Slc39a2	Zbtb48		2310039L15Rik
	Cyp2e1	1600029O15Rik		Dennd6b
	1700047M11Rik	Fndc1		Mpeg1
	Socs3	Gm6981		1700008O03Rik
	Notch4	Mylk4		Scfd2
	C1qtnf6	Sars2		E030030I06Rik
	Nudt14	Gmip		Col5a2
	Mlxipl	Bora		Grhl1
	Rnf207	Dhtkd1		Jmjd6
	Pp2d1	Pik3r6		Tesc
	Rab26os	E330023G01Rik		Spaca6
	Lrp2bp	Pnma1		Rprml
	Igdcc3	C030018K13Rik		Gem
	Gm16023	Klhl41		Nyap1
	Adamts16	Thsd7b		Akip1
	F730043M19Rik	Slc38a4		Itga10
	Cchcr1	Gucy2e		Naa40
	Plin4	Zfp618		Gemin6
	Gm10785	Wdfy4		Pcdhga12
	Gm21671	Vmn2r85		Tm2d1
	Adam4	Chat		9530059O14Rik
	Rdh11	Ano1		Trpc6
	Gm5431	Efna3		Polr3h
	Abcc10	Clec14a		Pomgnt1
	Kmo	Ltk		Pcdhb19
	Vmn2r-ps129	Cfp		Pycard
	Fancb	Rgsl1		Vgll4
	Galnt15	Col26a1		Mettl21a
	Hrg	D7Ertd443e		Itga3
	2810049E08Rik	Gm19705		Bop1
	Gm19434	Timp1		Mrps18b
	Pnpla1	Col16a1		Scn9a
	Bub1	Telo2		Spin2c
	0610040F04Rik	Iqub		Mgat4c
	Sbspon	Fbn2		Gpr137b
	Dusp9	Cdk5rap1		Grid1
	Sytl3	Naip5		Mvk
	Mei1	Ttpa		Atp13a1
	Pram1	Gm13889		Cabp1
	Pkd1l3	1700030L20Rik		Chrac1
	C1s1	Prtg		Erich1
	2610307P16Rik	Zeb2os		Chsy3
	4930512B01Rik	Ntn3		2310015A10Rik
	A730090N16Rik	Nrk		Dtwd2
	Fst	Grk1		Cc2d1a
	Asb11	9630013A20Rik		Zkscan6
	Cxcl5	Wdr90		Sox4
	Rxrg	Fam228a		Zbtb9
	Slc26a8	Vsig10		Stc1
	Ticam2	P2ry14		Epha3
	Dmrtc1a	Scube3		Sertad1
	Gprc5a	Chdh		Tek
	Gm6654	Orc1		Nol3
	Arsj	Ttc39a		Gcnt1
	Gm10069	Hells		Ptgr1
	Vmn2r86	Ska3		Serf1
	Nxf7	Myoz3		Ccnj
	Fbln2	Kcnrg		5031410I06Rik
	Dlx2	Ebf3		Polr3gl
	Btbd8	Cntnap5c		Shroom3
	Poll	Csf3r		Slc18a2
	Tmem198b	Zfp202		Tcte2
	Gm20362	Col20a1		St8sia2
	Parpbp	Dffb		Pole3
	Eva1b	Zfp820		Aldh1l2
	Kif23	Hps1		Rps19bp1
	Gm12185	Ulk4		Smox
	Pcdhb6	Angel1		Mog
	Bcl3	Psmb11		Fbxo36
	Gm5862	5730522E02Rik		Kdm4b
	Cybb	Cartpt		Spag1
	Runx3	Pnpla3		Myt1
	Hsd17b14	Pcdhb10		Slc15a2
	Nlrp6	Gpaa1		Pik3cd
	0610009L18Rik	Fbxl18		Gabrd
	Ppp2r2cos	Foxm1		Dpysl4
	1700110K17Rik	Etohd2		Rgcc
	Gm10791	Tlcd2		Prmt1
	Hsd3b4	Megf6		Haus1
	Slc37a1	Glra3		Bmp1
	Slc34a2	Prima1		Zfp619
	Sp7	Plcb2		Pappa
	Usp17la	Cyb5d1		Notch1
	Ccnf	Elmo3		Enpp6
	Gm20172	5830444B04Rik		Cdc7
	Eno1	Car3		Tnfaip3
	Rad51	Zfp783		Abcc8
	P2ry6	Lca5l		Hmox1
	Nt5c1a	Ddc		2900052N01Rik
	Gm5464	Plekhg4		Lyplal1
	Casp4	Trmt13		Tyk2
	Mall	Slc8b1		Foxf2
	Lrrc24	Isl1		Smco1
	Gpr149	Csf2rb		Ap1s1
	Rpl34	Trim67		Nol12
	2410021H03Rik	4930594C11Rik		Zfp575
	Kcnj8	C5ar2		Tmem80
	Vdr	Hcn2		1700052K11Rik
	Prr15	Ppp1r13l		Snrpf
	6330409D20Rik	4930481A15Rik		Ttc23
	Srpk3	Gapdhs		Sema4g
	Cdc6	Slc12a9		Pdk4
	Dnah6	Cela1		Mrpl24
	Mlkl	Htr1b		Grik1
	F420014N23Rik	Psg23		Slc39a12
	Fcrl6	Bbs12		Iqck
	Zcwpw1	4933400F21Rik		Skp2
	Ogg1	Tnxb		Zfp28
	Rpe65	Chrnb3		Slc36a1os
	Slc23a1	Aoc2		Pik3r5
	Speer4b	1700109K24Rik		Evi2a
	Gucy2f	St6galnac2		Jpx
	Phf11b	Gm5577		Dhx37
	Dlgap5	Frem1		Rac2
	Efhb	Gm20767		Cdh6
	1700071M16Rik	Cd46		Caprin2
	Stpg1	Slc46a1		Rnaseh1
	Epha8	1700123M08Rik		Gm14827
	Gm13749	Qprt		Tctn3
	Nmrk2	Pcdhb21		Cd209c
	Arhgap20os	Aspm		L1td1
	Vmn2r84	Xist		Urb1
	Ptger4	Bambi		Eml2
	Ankub1	Alox12		Tnfaip8l1
	Ube2c	Dolpp1		Poc1a
	Gm266	Cish		Fcho1
	Tonsl	Rph3al		Ppp1r15a
	Mir6369	Slc6a18		Doc2a
	D830030K20Rik	Gm6313		Tgif1
	Ccdc134	Gimap8		Taf8
	Slitrk6	Stab1		Rbpms2
	Gm15881	C130021I20Rik		Polq
	Acvr2b	Relt		Map3k19
	Zbtb42	Rmst		Kctd7
	Nrg3os	9330175M20Rik		Frmd3
	Hydin	Grap2		Samd1
	Snord4a	Smtnl2		Myo7a
	Pate2	Pyroxd2		Lime1
	Arsi	Gje1		Dusp23
	Vwa5b1	Thbs3		Fam184b
	E230016M11Rik	Atp10b		Zfp64
	2610020C07Rik	A530058N18Rik		Pms1
	Fcer2a	Slain1os		Unc45a
	Glis1	Zfp119a		Nsun6
	Gm20752	Cyp4f15		Zc3h8
	4930473A02Rik	Pkp1		Qtrt1
	Bcas3os1	Fam216b		Pde3b
	Fpgs	Hapln2		Ankrd35
	Gm10653	Zfp773		D17H6S53E
	Asb5	Vmn1r65		Rnaseh2a
	Themis	Pcdhgb8		Thbs1
	Flt3	Dnah10		Zfp692
	Fam72a	Gm15417		Fastkd1
	Sbk3	Insl6		Plag1
	4930539J05Rik	Plk5		Cspg4
	A530046M15Rik	Snora23		Pcsk7
	Grhl2	Slc28a3		Fam89b
	Magel2	Pcdhb8		Ak6
	Myom2	AU040972		Myd88
	Tacr2	Gm16523		Lyrm1
	Map3k7cl	4930556M19Rik		Pcdhb15
	Ccr4	Rnls		Slc9a5
	Zar1l	4933424G05Rik		4930431F12Rik
	Speer4a	Pygl		Svep1
	A330093E20Rik	Oxld1		Pola1
	Gm12359	Fignl2		Slc22a15
	Gm15401	Mirg		Pcdhga7
	Alms1-ps2	Dnase1		Scamp2
	Col24a1	Echdc3		Ncapd2
	Lrrc19	Mboat1		Col9a3
	Ccdc81	Cep72		Cdc25a
	Klk14	Cr2		Elovl2
	A330048O09Rik	1110002L01Rik		Cebpb
	Tmem82	Cox6a2		Sycp2
	Has1	Alas2		Wdhd1
	4932413F04Rik	Mis18bp1		Gm14393
	Zfp457	Kdelr3		Tcerg1l
	Acnat1	Tnfrsf23		Prom1
	Ubl4b	Lrig3		Slc17a8
	Pcdha6	Pole		Gm14204
	Oacyl	Gpr3		Xrcc2
	1700001O22Rik	Kif15		Ankrd55
	Erich2	Taf7l		Irf3
	Rgs13	Chadl		1110019D14Rik
	Relb	Ddb2		Zgrf1
	Epor	Gpnmb		Mrpl54
	Slc22a12	Slc39a2		Fzd5
	D930015M05Rik	Traip		Tyr
	Gm5441	Cyp2e1		Zfp128
	Adam1b	Tap1		Rapgef3
	Slc12a8	4930405A21Rik		Itga8
	Cd8a	1700047M11Rik		Zfp939
	Oxt	Nudt14		Man2c1
	Atp6v0d2	4930405J17Rik		Ift27
	Ovgp1	Ccdc87		Gpsm1
	2810442N19Rik	Rnf207		Slc30a2
	Adh1	Adck5		Lims2
	5031434O11Rik	Pp2d1		Cyb5r1
	Zmynd15	Rab26os		Ebp
	Klf14	Gm16023		Timm10b
	C7	Plin4		Arx
	4933402D24Rik	Gm21671		D130020L05Rik
	Pomc	Adam4		2700046A07Rik
	Naip2	Mcm3		F5
	Lmbr1l	Ckap2l		Serpina3n
	Kcng2	Abcc10		Sdf2l1
	Pip5kl1	Vmn2r-ps129		Lhpp
	Topaz1	Ccdc85c		Ntpcr
	Tekt5	Galnt15		Btbd19
	Acer1	Hrg		Rttn
	Cnga4	Gm19434		Col9a2
	D030047H15Rik	Pnpla1		2010204K13Rik
	Pdzd9	Bub1		B3gntl1
	Grin1os	0610040F04Rik		Dhx35
	Calcr	Sbspon		Helq
	DQ267100	Eif4ebp3		Atp13a4
	Nradd	Dusp9		Chchd5
	Nron	Mei1		Bckdhb
	Klra2	Emid1		Hspbp1
	Gal3st1	4930512B01Rik		Ankrd16
	Mzf1	Gpr21		A930017M01Rik
	Cd28	A730090N16Rik		Rwdd3
	Myh6	Asb11		Hrh1
	Adam28	Cxcl5		Neb
	6230400D17Rik	Angptl1		Pop7
	Clcn1	Slc26a8		Spc24
	Melk	Clec3b		4930519F09Rik
	Shcbp1l	Gprc5a		Hilpda
	Map3k15	Gm10069		Ankfn1
	Gm21284	Vmn2r86		2610306M01Rik
	Aqp7	Nxf7		Mmp19
	AW046200	Nos3		Ryr1
	Itga2	Stub1		Tmem143
	Pla2g4c	Btbd8		Sipa1
	Dach2	Poll		Slc22a5
	1700080N15Rik	Tdrd1		Myh7
	1700001K19Rik	Tmem198b		Gadd45gip1
	Chrnb4	Gm20362		Zfp804b
	Slc35d2	9530051G07Rik		Clasrp
	Casq1	Kif23		Slc29a1
	Gm7854	Chp2		Pvr
	Tas1r1	Pcdhb6		Apln
	Snord64	Nipal4		Lama3
	Atp6v0a4	Trmt44		Phlda3
	Slc5a12	Gm5862		Armc5
	Serpinc1	Nlrp6		Pctp
	Skap1	Ppp2r2cos		Il12rb2
	Kntc1	Grb7		Il17rd
	Col11a2	Slc22a3		Tmem145
	Frem3	Acad10		Mag
	Tmem71	Gm10791		Slc25a53
	Fam221a	Hsd3b4		Capg
	Sprr1a	Grem1		Mcmdc2
	Slc22a21	Slc34a2		Med26
	Osr2	Sp7		Sfmbt2
	Cd6	Usp17la		Blvra
	Tmem210	Engase		Apba3
	C230035I16Rik	Gm20172		Calhm2
	Dmgdh	Eno1		Scarb1
	Gm12250	Rad51		Zfp354b
	Tgm5	P2ry6		Ddx28
	Mir376a	Gm5464		4930579G24Rik
	Art3	CK137956		Nfil3
	Gm6994	Casp4		Tatdn3
	Rs1	Mall		Tmem150a
	Cenpu	Rpl34		E530011L22Rik
	Acot4	2410021H03Rik		Prkd1
	Gm16982	Kcnj8		Tars2
	Psg29	Prr15		2700054A10Rik
	Cts8	Dnah6		Dera
	Acr	F420014N23Rik		Cd84
	Clec9a	Foxj1		Prrg1
	Mx2	Gm16701		Gm16861
	Gm1979	Tcte1		Inpp5d
	2610203C22Rik	Cngb1		Ankrd24
	1700037C18Rik	Acmsd		Cenpf
	Klhl6	Ogg1		Tspan4
	Scml2	Slc23a1		Rhno1
	DQ267102	Dynlrb2		Ncf2
	1700024B18Rik	Speer4b		Pcdhb12
	Rasgrp4	Gucy2f		Pdgfc
	Atp2c2	Fam227b		Ccdc28a
	1700007L15Rik	Dlgap5		Dnah5
	Calcoco2	Phf19		Zfpl1
	1500015L24Rik	Efhb		Zdhhc22
	B3gnt3	1700071M16Rik		Lgr5
	Immp2l	Eci3		Timp4
	1700110C19Rik	Nmrk2		Cntn5
	Lrrc8e	Vmn2r84		Fam43b
	Agmat	5830454E08Rik		Abca8a
	Elf3	Ankub1		Car15
	Pde4c	AI115009		Gldc
	Tmem40	Gm266		Adamts12
	Dnajb3	Mir6369		Tmem258
	Apobec4	Ccdc134		Ell3
	Mettl24	Gm15881		Hjurp
	Cdhr3	Zbtb42		Zfp951
	Tmem252	Nrg3os		Pdlim4
	Clspn	Hydin		1110038B12Rik
	Fbxo24	Slc43a1		Sec14l2
	Spata32	Pold1		Tmem45b
	Rgs18	Pate2		Lmln
	Bcas1os2	Arsi		Cyp7b1
	2700038G22Rik	2610020C07Rik		Xirp2
	Tas1r3	Fcer2a		Fgf18
	Pou5f2	Gm20752		Tmem42
	Cerkl	Mir378b		Pdzrn4
	Impa2	4930473A02Rik		Epha10
	Prkag2os1	Bcas3os1		Atp10d
	Csmd2os	Gm10653		Cyp2j9
	4933413L06Rik	Gen1		Anapc15
	Gpr183	Cd226		Emc9
	Vtcn1	Smagp		Kif9
	9530036O11Rik	Gpr65		Pomgnt2
	Hoxd11	Flt3		Prkch
	Stc2	Gm9962		Ppl
	Nnmt	Meig1		Gpx7
	Tmem200b	Il11		Ppp1r16a
	Apol6	4930539J05Rik		AU022252
	Trim43a	A530046M15Rik		4930519G04Rik
	Gm19466	Rad9b		Nsun7
	Pitpnm2os1	Ccr4		Ppcs
	Gm11201	Zar1l		Pvalb
	Impg2	Speer4a		Hpgds
	Cdt1	Sfrp2		Gm14057
	1700086O06Rik	A330093E20Rik		Gpr101
	Gm10408	Gm12359		Il31ra
	Lgals12	Gm15401		Zfp653
	A330049N07Rik	Alms1-ps2		Top2a
	Ms4a4b	Col24a1		C1qb
	Dennd1c	Lrrc19		Fbxl12os
	Llgl2	Nudt8		Prlr
	5730405O15Rik	Insrr		Slc24a5
	Gm15408	Klk14		Wdr4
	Gm15413	Tulp2		9530080O11Rik
	1700125H03Rik	Tmem82		Acbd4
	Fut4	Has1		E130008D07Rik
	Gm3383	4932413F04Rik		Plb1
	Car5a	Ankef1		Ttll4
	Dnah11	Zfp457		Akr7a5
	Lct	Acnat1		Gm20337
	Mfsd2b	Pcdha6		Ebpl
	Itga7	Zfhx2os		Ap5s1
	Actn3	Ccdc159		Capn10
	D830005E20Rik	Impg1		Setmar
	Piwil2	Erich2		Notch3
	Cd8b1	Gm10421		Fbxl12
	Neurl2	Rgs13		Lsm10
	4930509J09Rik	Spata18		Syndig1l
	1700071K01Rik	Aldh1a7		Hic2
	Ticrr	Relb		Ppil6
	Cnn1	Slc22a12		Ifi27l2a
	Serpinb10	BC035044		Galnt14
	Dennd2c	Tmem86b		Galm
	E030013I19Rik	Gm5441		Tarbp2
	Dlec1	Slc12a8		Ptpn22
	Dnase1l2	Cd8a		Tmem132c
	Ghsr	Oxt		Saysd1
	Nrg4	Ovgp1		Vwa3a
	Sgcg	2810442N19Rik		Cenpp
	Sncg	Adh1		Nfkbie
	Nxph3	Stap1		Syt10
	Zbbx	Gjc2		Gdpd2
	Slc2a2	Ccl6		Spns1
	Gm9839	Celrr		Grip2
	Tmsb15b2	5031434O11Rik		Zkscan4
	Gm5176	Gm19710		Adamts20
	Gm19395	Klf14		Hexim2
	Perm1	Gnb1l		Gstm6
	C4a	4933402D24Rik		Pkp2
	Leap2	Pomc		Dnm3os
	Ccdc142	Naip2		Nkx2-1
	Dthd1	Lmbr1l		Pcdhgb4
	Ccl7	Kcng2		Pabpc5
	Nuak2	Pip5kl1		Tango6
	Clic3	Topaz1		Snrnp25
	Serpina3g	Tekt5		Chpf2
	Gata3	Acrbp		Gsap
	Gm10406	Acer1		Snai1
	Tdrd6	Rgs22		Metap1d
	D030040B21Rik	Cnga4		Rmi2
	Tmod4	D030047H15Rik		Fxn
	4930444F02Rik	Pdzd9		Myl4
	Hnf1b	Grin1os		Hey2
	Mageb16-ps1	AA387883		Smim24
	Plxna4os1	4933431G14Rik		Wdr76
	Ccl2	DQ267100		Vit
	Fam131c	Spag17		Zfp658
	Epcam	Nron		1700028K03Rik
	4930578E11Rik	Klra2		Lpar3
	Cd59b	Oip5		Palm3
	Klrd1	Cd28		Polrmt
	Sh3bgr	Gm2027		Txlnb
	Fbxo43	Nmnat1		1700034H15Rik
	Clca1	Mir103-2		Muc15
	Slc26a1	2810403D21Rik		Siglech
	Wfdc2	9630001P10Rik		Adck2
	Slco1a5	C330024D21Rik		Arid3b
	Gm7457	A230001M10Rik		Rwdd2b
	4930488L21Rik	Glra1		Gpr45
	Fetub	Clcn1		Hyls1
	Sult5a1	Shcbp1l		Evc2
	Prdm11	Map3k15		Plxna3
	Ppp1r42	Pcdha8		Prkag3
	Mettl21c	Slc25a21		Trip10
	Mir8091	Ccdc88b		Sycp3
	Prrt4	Gm21284		Dkkl1
	Scarna3a	Adra2b		Robo3
	AA413626	Aqp7		4930447C04Rik
	1700028E10Rik	Htr2b		Tacc3
	Henmt1	AW046200		Actn2
	H2-Q5	Pla2g4c		Hspbap1
	Gm5105	Dach2		Smok4a
	3110082J24Rik	1700080N15Rik		Gm10471
	Wfdc18	1700001K19Rik		Pcdhga2
	Mir3064	Snord64		Pdss1
	Gm10538	Atp6v0a4		Gm16386
	Fgfr4	Nmb		Plcd4
	Adam3	Ap1g2		Slco5a1
	Napsa	Serpinc1		Rdh1
	Atp1a4	4933432I03Rik		Hfm1
	Nrg2	Kntc1		Ern1
	Pkhd1l1	Col11a2		Agtr1b
	1700128F08Rik	Eqtn		Hes6
	B3galt4	Frem3		Tmem115
	Dok7	C130060C02Rik		Slc35b3
	Ppef1	Gm13238		Ercc1
	Gm14092	Fam221a		Cgn
	Gdf3	Spef2		Rgl2
	Igflr1	Npr1		Gpr162
	4930455C13Rik	Klhl40		Myoc
	Mab21l2	Sprr1a		Gm9159
	Acp5	Osr2		Gpr157
	Cst6	1700007J10Rik		Zfp184
	Ccdc158	Gm12250		Chrnb1
	Trim43b	Tgm5		Xkrx
	4930449E18Rik	Mir376a		Slc40a1
	Gm19990	Art3		A330032B11Rik
	Tex26	Gm6994		Nfkbiz
	Mir377	Akr1c12		Lipt2
	Ly6g6e	Rs1		Grin2c
	F10	Gm16982		Lrrc39
	Akap14	5530401A14Rik		Prodh
	Ucma	Psg29		Dact2
	Ccdc34os	Cts8		Mak
	Ascl2	Gm1979		Apbb3
	Folr2	2610203C22Rik		Adamts10
	Dok2	A230072E10Rik		Pold4
	Gm16617	Naif1		Ntmt1
	Acan	Scml2		Metrnl
	Mir186	Adam33		Has3
	S1pr4	DQ267102		Aif1
	Mmp9	1700024B18Rik		Ephb2
	2310068J16Rik	Yy2		Cmtr2
	Ace2	Rasgrp4		Polr2f
	Kcnj15	1700007L15Rik		Hmg20b
	Gm19461	Frmd7		Timeless
	Mir134	Gm15328		Smim18
	Btbd16	1500015L24Rik		Rrp36
	Ppef2	Rbm3os		9430041J12Rik
	Mir124a-2	B3gnt3		Slco4c1
	Atp8b5	Gm4432		Pcdhb3
	Tmem121	4930563F08Rik		Paqr6
	Atp8b4	Rad54b		Dpm3
	Unc13d	Immp2l		Cybrd1
	Agbl1	1700110C19Rik		Irs4
	4921515E04Rik	Nle1		Nphs1
	Tnfrsf12a	Lrrc8e		Kctd15
	Adrb3	Agmat		Chrd
	Prph	Lyl1		Commd9
	Zc3h12d	Elf3		Bcat2
	Ninj2	Pde4c		Ccne2
	Six6	Tmem40		Coro6
	Pzp	Opn4		Akr1b8
	Pcdha1	Apobec4		Hspa1b
	Gucy2c	Tmem252		Phex
